s,o,h,l,c,v,date,psar,PosDI,NegDI,ADX
,220.73,220.73,220.73,220.73,0.0,2002-11-15,225.00158469120004,21.560384334788925,78.43961566521106,40.7936140839726
,220.59,220.59,220.59,220.59,0.0,2002-11-18,224.57442622208004,20.537452750900904,79.46254724909909,44.419910166817715
,220.37,220.37,220.37,220.37,0.0,2002-11-19,224.09629507543042,18.786624657978667,81.21337534202132,48.021278270262705
,220.43,220.43,220.43,220.43,0.0,2002-11-20,223.57461376487015,21.080243503497,78.91975649650298,49.98492521481136
,219.25,219.25,219.25,219.25,0.0,2002-11-21,223.12596783778832,12.44200924730162,87.55799075269837,55.011136472928435
,217.36,217.36,217.36,217.36,0.0,2002-11-22,222.5058129837422,6.834670835102666,93.16532916489732,61.27504084430168
,217.1,217.1,217.1,217.1,0.0,2002-11-25,221.5795666466686,6.343096581545736,93.65690341845425,66.48279404282304
,217.11,217.11,217.11,217.11,0.0,2002-11-26,220.6836533173349,6.665833644869992,93.33416635512998,70.51990177631043
,217.31,217.31,217.31,217.31,0.0,2002-11-27,219.9669226538679,14.06870831648691,85.93129168351308,70.7884380944536
,217.44,217.44,217.44,217.44,0.0,2002-11-28,219.39353812309432,19.27120243225108,80.72879756774891,68.92226950266245
,216.98,216.98,216.98,216.98,0.0,2002-12-02,218.93483049847546,15.20069763875659,84.7993023612434,69.05753654662732
,216.26,216.26,216.26,216.26,0.0,2002-12-03,218.54386439878036,10.755763146682323,89.24423685331767,70.94372397862892
,216.75,216.75,216.75,216.75,0.0,2002-12-04,218.08709151902428,28.533548550028353,71.46645144997166,65.3415597628918
,217.2,217.2,217.2,217.2,0.0,2002-12-05,217.72167321521943,41.83466659920283,58.16533340079717,55.5393811706323
,216.79,216.79,216.79,216.79,0.0,2002-12-06,217.42933857217554,34.51800494932352,65.48199505067647,50.62430295677643
,216.29,216.29,216.29,216.29,0.0,2002-12-09,217.2,27.252323460450018,72.74767653954997,49.59851298124114
,215.97,215.97,215.97,215.97,0.0,2002-12-10,217.012,23.324646770576678,76.67535322942332,50.34895167676224
,215.87,215.87,215.87,215.87,0.0,2002-12-11,216.8036,22.08150434498946,77.91849565501055,51.446559603414016
,214.97,214.97,214.97,214.97,0.0,2002-12-12,216.61687999999998,13.804430501410314,86.19556949858969,55.63547548216709
,214.27,214.27,214.27,214.27,0.0,2002-12-16,216.28750399999998,10.117363249882539,89.88263675011747,60.46143508578066
,214.34,214.34,214.34,214.34,0.0,2002-12-17,215.8840032,13.021289239375685,86.97871076062432,63.16063237287425
,208.08,208.08,208.08,208.08,0.0,2002-12-18,215.56120256,2.823613006692593,97.17638699330739,69.39906069562235
,207.35,207.35,207.35,207.35,0.0,2002-12-19,214.34,2.534302488354231,97.46569751164576,74.50552756115619
,206.57,206.57,206.57,206.57,0.0,2002-12-20,212.942,2.22923454784232,97.77076545215768,78.71272822978801
,206.43,206.43,206.43,206.43,0.0,2002-12-23,211.6676,2.1706121214363523,97.82938787856365,82.10193773525586
,206.8,206.8,206.8,206.8,0.0,2002-12-24,210.62008,9.99016121075518,90.00983878924482,81.68548570390263
,206.62,206.62,206.62,206.62,0.0,2002-12-25,209.782064,9.527084250203737,90.47291574979626,81.5375548630406
,204.77,204.77,204.77,204.77,0.0,2002-12-30,209.11165119999998,5.971179903436165,94.02882009656383,82.841571929058
,204.44,204.44,204.44,204.44,0.0,2002-12-31,208.24332095999998,5.512420842766719,94.48757915723327,84.06828920613972
,204.1,204.1,204.1,204.1,0.0,2003-01-01,207.48265676799997,5.016096712507454,94.98390328749254,85.2481926799088
,203.61,203.61,203.61,203.61,0.0,2003-01-02,206.8061254144,4.316036620170003,95.68396337982999,86.47213949585903
,202.37,202.37,202.37,202.37,0.0,2003-01-07,206.16690033152,2.99418297198239,97.0058170280176,87.98003840789427
,200.82,200.82,200.82,200.82,0.0,2003-01-13,205.407520265216,2.025094279765644,97.97490572023435,89.57399301440917
,198.55,198.55,198.55,198.55,0.0,2003-01-22,204.4900162121728,1.2716436624012795,98.72835633759873,91.15053694656683
,198.78,198.78,198.78,198.78,0.0,2003-01-23,203.30201296973826,5.71454080012299,94.28545919987701,90.63461323720426
,198.44,198.44,198.44,198.44,0.0,2003-01-24,202.3516103757906,5.275831946443915,94.72416805355608,90.39735781118584
,199.03,199.03,199.03,199.03,0.0,2003-01-27,201.56928830063248,18.79796172134764,81.20203827865235,84.79870156040963
,199.52,199.52,199.52,199.52,0.0,2003-01-28,200.943430640506,29.27863149472587,70.72136850527413,76.12750865043736
,199.78,199.78,199.78,199.78,0.0,2003-01-29,200.4427445124048,34.855461416910494,65.14453858308951,66.9598223535857
,203.54,203.54,203.54,203.54,0.0,2003-01-31,198.44,73.14159361588358,26.858406384116414,62.82449532922199
,213.3,213.3,213.3,213.3,0.0,2003-02-03,198.542,90.76056963795,9.23943036204999,66.56382411855759
,225.96,225.96,225.96,225.96,0.0,2003-02-04,199.13232,95.52274909783976,4.477250902160225,71.46015893398199
,227.4,227.4,227.4,227.4,0.0,2003-02-05,200.7419808,95.82845006126199,4.171549938738018,75.49950717169038
,220.59,220.59,220.59,220.59,0.0,2003-02-06,202.874622336,68.27202875336769,31.727971246632297,67.70841723869938
,217.14,217.14,217.14,217.14,0.0,2003-02-07,204.83665254911998,57.75485915389369,42.2451408461063,57.26867745251699
,215.18,215.18,215.18,215.18,0.0,2003-02-10,206.64172034519038,52.059713543622046,47.940286456377954,46.638827379462406
,213.7,213.7,213.7,213.7,0.0,2003-02-11,208.30238271757514,47.626855077565864,52.373144922434136,38.260319872543576
,213.3,213.3,213.3,213.3,0.0,2003-02-12,209.83019210016914,46.29509688423629,53.70490311576371,32.09021714434034
,211.52,211.52,211.52,211.52,0.0,2003-02-13,211.2357767321556,40.06358652217493,59.93641347782507,29.646739106602304
,211.21,211.21,211.21,211.21,0.0,2003-02-14,227.4,38.923030363846,61.076969636154,28.148179139743444
,211.28,211.28,211.28,211.28,0.0,2003-02-17,227.0762,39.40990243195714,60.59009756804286,26.754582339011897
,211.9,211.9,211.9,211.9,0.0,2003-02-18,226.758876,44.32363914028522,55.67636085971478,23.674210215095428
,211.3,211.3,211.3,211.3,0.0,2003-02-20,226.44789848,40.36384728120627,59.63615271879373,22.793829259593835
,211.04,211.04,211.04,211.04,0.0,2003-02-21,226.1431405104,38.50073888528217,61.49926111471784,22.834767853562205
,211.99,211.99,211.99,211.99,0.0,2003-02-24,225.539014889984,49.20846342977519,50.791536570224814,18.584428910939685
,211.53,211.53,211.53,211.53,0.0,2003-02-25,224.95905429438463,44.51710665580898,55.482893344191034,17.06070046642816
,210.59,210.59,210.59,210.59,0.0,2003-02-26,224.40229212260925,35.79920323190769,64.20079676809233,19.328879080379455
,209.37,209.37,209.37,209.37,0.0,2003-02-27,223.5735545952527,27.167797297694445,72.83220270230557,24.595984345225787
,209.26,209.26,209.26,209.26,0.0,2003-02-28,222.43727022763247,26.449074326486848,73.55092567351316,29.09715774558589
,209.19,209.19,209.19,209.19,0.0,2003-03-03,221.11954320486922,25.90395873395498,74.09604126604505,32.916142702886724
,208.54,208.54,208.54,208.54,0.0,2003-03-04,219.6879980202849,20.90338275604511,79.09661724395491,37.971561059891336
,207.15,207.15,207.15,207.15,0.0,2003-03-11,218.12727829744503,13.788341977250615,86.21165802274938,44.86191205701282
,207.18,207.18,207.18,207.18,0.0,2003-03-12,216.37091376985381,14.572806713984814,85.42719328601518,50.06040696001633
,207.24,207.24,207.24,207.24,0.0,2003-03-13,214.89556756667722,16.472899644946313,83.52710035505369,53.45916571003454
,209.66,209.66,209.66,209.66,0.0,2003-03-14,213.65627675600885,60.62605585874022,39.37394414125977,47.017754911523724
,210.1,210.1,210.1,210.1,0.0,2003-03-18,212.61527247504745,64.84903489696094,35.15096510303904,43.553817888003366
,212.68,212.68,212.68,212.68,0.0,2003-03-19,207.15,80.31989499152583,19.680105008474158,46.97101230701303
,214.09,214.09,214.09,214.09,0.0,2003-03-20,207.2606,84.86922787089964,15.130772129100345,51.524500993970285
,217.32,217.32,217.32,217.32,0.0,2003-03-21,207.53377600000002,90.89567607497618,9.104323925023799,57.57787122516671
,217.39,217.39,217.39,217.39,0.0,2003-03-24,208.12094944,90.99285963384865,9.00714036615132,62.45944083367284
,216.72,216.72,216.72,216.72,0.0,2003-03-25,208.8624734848,80.68802643199454,19.311973568005435,62.2427632397361
,213.87,213.87,213.87,213.87,0.0,2003-03-26,209.544675606016,50.361948461086634,49.638051538913345,49.93898997622354
,212.76,212.76,212.76,212.76,0.0,2003-03-27,210.17230155753472,42.57223114891555,57.42776885108444,42.92229952141261
,212.36,212.36,212.36,212.36,0.0,2003-03-28,210.74971743293193,39.79928480204358,60.20071519795641,38.41812569631266
,214.84,214.84,214.84,214.84,0.0,2003-03-31,211.2809400382974,59.99412840793254,40.00587159206746,34.732151920223146
,216.71,216.71,216.71,216.71,0.0,2003-04-01,211.76966483523358,69.60463271581489,30.39536728418512,35.62757462250447
,216.69,216.69,216.69,216.69,0.0,2003-04-02,212.2192916484149,69.38180641726987,30.61819358273013,36.254782264911526
,214.08,214.08,214.08,214.08,0.0,2003-04-10,212.6329483165417,45.579523777543024,54.42047622245697,30.772016300912007
,213.68,213.68,213.68,213.68,0.0,2003-04-15,213.01351245121836,42.76873077234245,57.23126922765754,27.510120731792625
,211.37,211.37,211.37,211.37,0.0,2003-04-17,217.39,29.594356787755196,70.4056432122448,30.17035387033202
,211.41,211.41,211.41,211.41,0.0,2003-04-18,217.2696,30.060675756513234,69.93932424348674,32.11201279366032
,210.32,210.32,210.32,210.32,0.0,2003-04-21,217.151608,24.527178252494007,75.47282174750598,35.87873893393065
,209.43,209.43,209.43,209.43,0.0,2003-04-22,216.87834368,20.64790408041709,79.3520959195829,40.44382951497768
,209.49,209.49,209.49,209.49,0.0,2003-04-23,216.4314430592,21.691620180797617,78.30837981920237,43.6784155396631
,208.97,208.97,208.97,208.97,0.0,2003-04-24,216.011356475648,18.986257724553237,81.01374227544676,47.34822934190918
,209.69,209.69,209.69,209.69,0.0,2003-04-25,215.44804795759617,33.36919791428167,66.63080208571832,44.53090430781468
,209.23,209.23,209.23,209.23,0.0,2003-04-28,214.92980412098848,29.225515109263988,70.774484890736,43.93451740254615
,209.41,209.41,209.41,209.41,0.0,2003-04-29,214.4530197913094,33.278115006790735,66.72188499320924,41.83636791932062
,209.17,209.17,209.17,209.17,0.0,2003-04-30,214.01437820800464,30.37891595511851,69.62108404488147,41.31752795340909
,209.56,209.56,209.56,209.56,0.0,2003-05-01,213.61082795136429,40.84684166072736,59.153158339272636,36.715285698436325
,209.62,209.62,209.62,209.62,0.0,2003-05-02,213.23956171525515,42.50916358894222,57.490836411057764,32.368563123172166
,209.51,209.51,209.51,209.51,0.0,2003-05-05,212.89799677803472,39.93719198197616,60.06280801802383,29.919973705747264
,209.37,209.37,209.37,209.37,0.0,2003-05-06,212.58375703579193,36.43052588869969,63.569474111300295,29.363768609117933
,209.01,209.01,209.01,209.01,0.0,2003-05-07,212.29465647292858,28.411875638559764,71.58812436144024,32.12626463187044
,208.48,208.48,208.48,208.48,0.0,2003-05-08,212.0286839550943,20.22111396522343,79.77888603477658,37.612566119406985
,208.2,208.2,208.2,208.2,0.0,2003-05-09,211.67381555958485,16.98713808673576,83.01286191326425,43.295197660831285
,207.84,207.84,207.84,207.84,0.0,2003-05-12,211.25695769243467,13.513694316550366,86.48630568344964,49.23068040204488
,207.8,207.8,207.8,207.8,0.0,2003-05-13,210.7785836154938,13.140513011000557,86.85948698899945,54.12833911723569
,207.45,207.45,207.45,207.45,0.0,2003-05-14,210.3020102370148,10.092253132998184,89.90774686700182,59.26577004058928
,208.09,208.09,208.09,208.09,0.0,2003-05-15,209.78864839435212,41.245473283493254,58.75452671650675,50.91442671907412
,208.31,208.31,208.31,208.31,0.0,2003-05-19,209.36769168336875,48.85963922180078,51.14036077819922,41.187685686538984
,207.85,207.85,207.85,207.85,0.0,2003-05-20,209.02250718036237,36.49759236823601,63.502407631763994,38.35111160193678
,207.61,207.61,207.61,207.61,0.0,2003-05-21,208.73945588789715,31.32820513054016,68.67179486945986,38.14960722933336
,208.04,208.04,208.04,208.04,0.0,2003-05-22,208.50735382807565,47.86558150462078,52.13441849537923,31.37345318161838
,208.3,208.3,208.3,208.3,0.0,2003-05-23,208.31703013902202,55.89354314944441,44.1064568505556,27.456179805072463
,208.76,208.76,208.76,208.76,0.0,2003-05-26,207.45,67.09812974127342,32.90187025872658,28.804195740567337
,208.8,208.8,208.8,208.8,0.0,2003-05-27,207.47619999999998,67.98222088991895,32.01777911008108,30.236244948421437
,208.88,208.88,208.88,208.88,0.0,2003-05-28,207.52915199999998,69.9976683152916,30.002331684708412,32.18806328485378
,209.1,209.1,209.1,209.1,0.0,2003-05-29,207.61020287999997,75.3347969624492,24.6652030375508,35.88436941286271
,209.74,209.74,209.74,209.74,0.0,2003-06-02,207.72938664959997,85.02302123115862,14.976978768841388,42.71670402275362
,209.48,209.48,209.48,209.48,0.0,2003-06-03,207.93044798463998,70.8842240304328,29.1157759695672,42.527052830376014
,209.35,209.35,209.35,209.35,0.0,2003-06-04,208.11140318617598,64.21058689979462,35.78941310020538,39.70587702421866
,209.09,209.09,209.09,209.09,0.0,2003-06-05,208.27426286755838,51.97676271843643,48.023237281563574,32.5554067067495
,208.99,208.99,208.99,208.99,0.0,2003-06-06,208.42083658080253,47.615239089278475,52.384760910721525,26.998229729688212
,208.95,208.95,208.95,208.95,0.0,2003-06-09,208.55275292272228,45.697915576186546,54.302084423813454,23.31941755327595
,208.49,208.49,208.49,208.49,0.0,2003-06-10,209.74,28.944011995062542,71.05598800493745,27.077929244595744
,208.39,208.39,208.39,208.39,0.0,2003-06-11,209.715,26.3216924469603,73.6783075530397,31.133666416892474
,207.99,207.99,207.99,207.99,0.0,2003-06-12,209.662,18.11542827949537,81.88457172050464,37.66076182171584
,207.65,207.65,207.65,207.65,0.0,2003-06-13,209.56168,13.60779653558425,86.39220346441576,44.68549084313897
,207.43,207.43,207.43,207.43,0.0,2003-06-16,209.4087456,11.327953020544665,88.67204697945536,51.217211466293314
,206.82,206.82,206.82,206.82,0.0,2003-06-17,209.21087104,7.1665211691253745,92.83347883087463,58.1071607053845
,206.47,206.47,206.47,206.47,0.0,2003-06-18,208.9239665152,5.672071571976083,94.32792842802391,64.21689993551716
,206.0,206.0,206.0,206.0,0.0,2003-06-19,208.580411203072,4.201422463623627,95.79857753637637,69.69295096296428
,205.92,205.92,205.92,205.92,0.0,2003-06-20,208.1675454105805,3.981765400703463,96.01823459929653,74.16165461009004
,205.48,205.48,205.48,205.48,0.0,2003-06-23,207.762987236676,2.9289834344085577,97.07101656559144,78.15773031430861
,205.3,205.3,205.3,205.3,0.0,2003-06-24,207.30638978934078,2.5801362297790367,97.41986377022097,81.49412975953527
,204.93,204.93,204.93,204.93,0.0,2003-06-25,206.90511183147262,1.975563496041008,98.02443650395898,84.40507840921182
,204.86,204.86,204.86,204.86,0.0,2003-06-26,206.5100894651781,1.8718391342741305,98.12816086572586,86.77532707365981
,205.82,205.82,205.82,205.82,0.0,2003-06-27,206.18007157214248,48.35531622573317,51.64468377426682,70.07813516863459
,205.67,205.67,205.67,205.67,0.0,2003-06-30,205.916057257714,44.26035425934282,55.739645740657174,58.358366431170545
,205.12,205.12,205.12,205.12,0.0,2003-07-01,205.82,31.88467423047926,68.11532576952074,53.93282345274473
,204.27,204.27,204.27,204.27,0.0,2003-07-02,205.67,20.70221622273264,79.29778377726736,54.86537227310273
,204.61,204.61,204.61,204.61,0.0,2003-07-03,205.39,32.53307366266534,67.46692633733466,50.879068353416045
,204.4,204.4,204.4,204.4,0.0,2003-07-04,205.166,29.172737356874528,70.82726264312545,49.034159739983025
,204.18,204.18,204.18,204.18,0.0,2003-07-08,204.9868,25.696954038848542,74.30304596115144,48.948546176447
,203.86,203.86,203.86,203.86,0.0,2003-07-09,204.82544,21.12147070192142,78.87852929807856,50.71024866038903
,203.78,203.78,203.78,203.78,0.0,2003-07-10,204.632352,20.008169422415992,79.99183057758398,52.56493115934482
,203.79,203.79,203.79,203.79,0.0,2003-07-11,204.4618816,20.661588902491648,79.33841109750833,53.7873093664792
,204.44,204.44,204.44,204.44,0.0,2003-07-14,203.78,52.31198096104518,47.6880190389548,43.95463987760144
,205.46,205.46,205.46,205.46,0.0,2003-07-15,203.79,73.24677156668402,26.753228433315968,44.46242052875476
,204.82,204.82,204.82,204.82,0.0,2003-07-16,203.8568,54.486533900394285,45.5134660996057,37.364549983161524
,204.41,204.41,204.41,204.41,0.0,2003-07-17,203.920928,45.21332239073514,54.786677609264856,31.80631103023516
,204.31,204.31,204.31,204.31,0.0,2003-07-18,203.98249088,42.983018456233054,57.016981543766946,28.25184144169491
,203.69,203.69,203.69,203.69,0.0,2003-07-21,205.46,31.095387683506253,68.90461231649373,30.16331807995342
,203.56,203.56,203.56,203.56,0.0,2003-07-22,205.4246,28.99372014781466,71.00627985218533,32.53316640483688
,203.54,203.54,203.54,203.54,0.0,2003-07-23,205.350016,28.621705360576417,71.37829463942357,34.57785097963894
,203.29,203.29,203.29,203.29,0.0,2003-07-24,205.24141504000002,23.84183640691538,76.15816359308461,38.125546220945
,205.63,205.63,205.63,205.63,0.0,2003-08-11,203.29,74.21791590858811,25.782084091411896,40.187603340191245
,206.21,206.21,206.21,206.21,0.0,2003-08-13,203.29,78.60304199985178,21.396958000148224,43.59129947209371
,206.57,206.57,206.57,206.57,0.0,2003-08-14,203.4068,81.0974575609688,18.90254243903121,47.312022602062484
,207.92,207.92,207.92,207.92,0.0,2003-08-15,203.59659200000002,87.77689211242985,12.223107887570153,52.960374926621924
,208.52,208.52,208.52,208.52,0.0,2003-08-18,203.94246464000003,89.7826759961699,10.217324003830102,58.2813703397655
,209.25,209.25,209.25,209.25,0.0,2003-08-20,204.400218176,91.82329694716856,8.17670305283144,63.354415050679826
,210.11,210.11,210.11,210.11,0.0,2003-08-21,204.98219199488,93.68160448283666,6.318395517163344,68.15617383367854
,210.42,210.42,210.42,210.42,0.0,2003-08-22,205.7000851155968,94.26852466702715,5.731475332972859,72.23234893375368
,211.54,211.54,211.54,211.54,0.0,2003-08-25,206.4552714971013,95.96234622112647,4.037653778873534,76.17081763545353
,211.22,211.22,211.22,211.22,0.0,2003-08-26,207.37052262762307,86.80083535947442,13.19916464052559,75.65698825215259
,209.81,209.81,209.81,209.81,0.0,2003-08-27,208.12102855465093,56.887617406460535,43.11238259353948,63.280637564306275
,206.52,206.52,206.52,206.52,0.0,2003-08-28,211.54,28.370912773450502,71.62908722654949,59.27614494206482
,205.32,205.32,205.32,205.32,0.0,2003-08-29,211.43959999999998,23.093048463584015,76.90695153641597,58.18369656821825
,203.18,203.18,203.18,203.18,0.0,2003-09-01,211.19481599999997,16.323708964872587,83.6762910351274,60.01747366862556
,202.41,202.41,202.41,202.41,0.0,2003-09-02,210.71392704,14.422257521820494,85.5777424781795,62.24507592617225
,201.65,201.65,201.65,201.65,0.0,2003-09-03,210.04961287679998,12.610020242011839,87.38997975798814,64.75205264413306
,202.45,202.45,202.45,202.45,0.0,2003-09-04,209.20965158911997,25.0087896957153,74.99121030428469,61.79812623702033
,204.44,204.44,204.44,204.44,0.0,2003-09-05,208.45368643020797,47.96446497024046,52.03553502975953,50.25271500152007
,204.36,204.36,204.36,204.36,0.0,2003-09-08,207.77331778718718,47.23782954306503,52.762170456934975,41.30704018399005
,205.02,205.02,205.02,205.02,0.0,2003-09-10,207.16098600846846,54.367013453442915,45.632986546557085,34.7924375285692
,206.11,206.11,206.11,206.11,0.0,2003-09-11,206.6098874076216,64.31966258318404,35.680337416815966,33.56181505612898
,207.54,207.54,207.54,207.54,0.0,2003-09-12,201.65,73.71938258752635,26.280617412473635,36.33720507991373
,208.0,208.0,208.0,208.0,0.0,2003-09-15,201.7678,76.23662946908142,23.76337053091857,39.56441585156355
,208.32,208.32,208.32,208.32,0.0,2003-09-16,202.017088,78.06370183011471,21.93629816988529,42.87701341329672
,208.46,208.46,208.46,208.46,0.0,2003-09-17,202.39526272,78.94884144989514,21.05115855010486,45.88114731059544
,208.07,208.07,208.07,208.07,0.0,2003-09-18,202.8804417024,69.22264152740331,30.77735847259668,44.39397445943767
,207.58,207.58,207.58,207.58,0.0,2003-09-19,203.326806366208,58.00061013729175,41.999389862708256,38.71542362246684
,207.43,207.43,207.43,207.43,0.0,2003-09-22,203.73746185691135,54.61277147533995,45.38722852466005,32.81744748810945
,207.41,207.41,207.41,207.41,0.0,2003-09-23,204.11526490835845,54.08623836651013,45.913761633489884,27.888453337091608
,206.58,206.58,206.58,206.58,0.0,2003-09-24,204.4628437156898,36.05418286459823,63.94581713540178,27.889089523833995
,206.59,206.59,206.59,206.59,0.0,2003-09-25,204.7826162184346,36.373650878931535,63.62634912106849,27.761811267494586
,207.08,207.08,207.08,207.08,0.0,2003-09-26,205.07680692095985,51.28150666566291,48.71849333433712,22.722051680260826
,206.84,206.84,206.84,206.84,0.0,2003-09-29,205.34746236728307,44.848017119068864,55.15198288093116,20.238434496581117
,206.83,206.83,206.83,206.83,0.0,2003-09-30,205.59646537790042,44.55687880977847,55.443121190221554,18.36799607335351
,206.96,206.96,206.96,206.96,0.0,2003-10-01,205.82554814766837,49.84744924690978,50.15255075309024,14.755417159918897
,206.58,206.58,206.58,206.58,0.0,2003-10-08,206.0363042958549,36.960658266355885,63.03934173364413,17.020070421392766
,207.03,207.03,207.03,207.03,0.0,2003-10-09,206.23019995218652,54.4080043946068,45.5919956053932,15.379258094956933
,206.93,206.93,206.93,206.93,0.0,2003-10-10,206.4085839560116,50.52372410127091,49.4762758987291,12.512896116473907
,206.93,206.93,206.93,206.93,0.0,2003-10-13,206.57269723953067,50.52372410127091,49.47627589872909,10.219806533687489
,207.03,207.03,207.03,207.03,0.0,2003-10-14,206.72368146036823,55.48891521258287,44.51108478741713,10.371411311983138
,207.06,207.06,207.06,207.06,0.0,2003-10-15,206.86258694353876,57.10325364916034,42.896746350839656,11.138430509250647
,207.6,207.6,207.6,207.6,0.0,2003-10-16,206.99037998805565,76.3789023250311,23.621097674968894,19.46230533741296
,207.54,207.54,207.54,207.54,0.0,2003-10-17,207.06,71.8921351410917,28.107864858908282,24.32669832636705
,207.61,207.61,207.61,207.61,0.0,2003-10-20,207.172,74.11006536327095,25.889934636729038,29.105384806402025
,207.81,207.81,207.81,207.81,0.0,2003-10-21,207.27504,79.80210689314352,20.19789310685648,35.20515060237902
,207.16,207.16,207.16,207.16,0.0,2003-10-22,208.46,42.15280354527114,57.847196454728866,31.30299906379476
,207.31,207.31,207.31,207.31,0.0,2003-10-23,208.434,49.082266342356334,50.91773365764367,25.40949271409328
,207.52,207.52,207.52,207.52,0.0,2003-10-24,208.40852,57.906388114907394,42.0936118850926,23.490149417237582
,207.49,207.49,207.49,207.49,0.0,2003-10-29,208.3835496,56.16816843332767,43.83183156667232,21.259386907121137
,207.46,207.46,207.46,207.46,0.0,2003-10-30,208.359078608,54.136835700105735,45.86316429989423,18.662243805739212
,207.65,207.65,207.65,207.65,0.0,2003-10-31,208.33509703584,64.34510878474377,35.654891215256214,20.66783855848888
,207.8,207.8,207.8,207.8,0.0,2003-11-03,208.31159509512318,70.766349924457,29.23365007554299,24.840810816573907
,208.1,208.1,208.1,208.1,0.0,2003-11-04,208.2885631932207,79.84213791067955,20.15786208932043,31.809503817530953
,207.57,207.57,207.57,207.57,0.0,2003-11-05,208.2659919293563,47.36740807738439,52.63259192261561,26.500639823071005
,207.31,207.31,207.31,207.31,0.0,2003-11-06,208.24387209076917,37.9116985388438,62.088301461156206,26.035832442919286
,207.28,207.28,207.28,207.28,0.0,2003-11-07,208.2221946489538,36.850691978476476,63.149308021523524,26.08838916294484
,207.04,207.04,207.04,207.04,0.0,2003-11-10,208.20095075597473,28.792694369733564,71.20730563026643,29.353633582462443
,207.15,207.15,207.15,207.15,0.0,2003-11-11,208.15451272573574,36.72022403960005,63.27977596039995,28.794817250129938
,207.23,207.23,207.23,207.23,0.0,2003-11-12,208.1099322167063,42.536107297780454,57.463892702219546,26.021410880991766
,206.67,206.67,206.67,206.67,0.0,2003-11-13,208.06713492803806,23.576287159639804,76.4237128403602,31.386613840937493
,206.21,206.21,206.21,206.21,0.0,2003-11-14,207.98330683235577,16.17390881927675,83.82609118072324,38.63972754503929
,206.33,206.33,206.33,206.33,0.0,2003-11-17,207.8414422857673,23.95921805088592,76.04078194911406,41.32809481567706
,206.45,206.45,206.45,206.45,0.0,2003-11-18,207.71092690290592,31.86878650814568,68.13121349185431,40.31496124928338
,206.72,206.72,206.72,206.72,0.0,2003-11-19,207.59085275067346,47.28926412906153,52.71073587093847,33.336263347802095
,206.4,206.4,206.4,206.4,0.0,2003-11-20,207.48038453061957,35.414417049238295,64.5855829507617,32.503243858546355
,206.0,206.0,206.0,206.0,0.0,2003-11-21,207.37875376817001,25.434800884789855,74.56519911521015,35.828674732921144
,205.83,205.83,205.83,205.83,0.0,2003-11-24,207.24087839135302,22.12291718880922,77.87708281119077,39.81377291081323
,207.01,207.01,207.01,207.01,0.0,2003-11-25,207.07157298439066,63.43403173021165,36.56596826978834,37.224631020735245
,207.13,207.13,207.13,207.13,0.0,2003-11-26,205.83,65.74398567134827,34.25601432865174,36.07729908512751
,206.76,206.76,206.76,206.76,0.0,2003-11-27,205.85600000000002,52.87111984678761,47.1288801532124,30.010287206817047
,206.52,206.52,206.52,206.52,0.0,2003-11-28,205.88148,45.627359402552905,54.372640597447095,25.75728600443248
,205.89,205.89,205.89,205.89,0.0,2003-12-01,207.13,31.476758261445937,68.52324173855406,28.01512549896761
,205.82,205.82,205.82,205.82,0.0,2003-12-02,207.1052,30.176912387836484,69.82308761216352,30.341335444039498
,206.22,206.22,206.22,206.22,0.0,2003-12-03,207.053792,46.08119498502432,53.91880501497568,25.84059036122187
,206.04,206.04,206.04,206.04,0.0,2003-12-04,207.00444032,40.84755732336892,59.15244267663109,24.33344935962993
,205.43,205.43,205.43,205.43,0.0,2003-12-05,206.95706270719998,27.57895725996467,72.42104274003532,28.43517658371808
,206.28,206.28,206.28,206.28,0.0,2003-12-08,206.865438944768,53.74803068004691,46.251969319953076,24.24735353899323
,206.4,206.4,206.4,206.4,0.0,2003-12-09,206.7793126080819,56.52058220296185,43.47941779703816,22.006115712379323
,206.35,206.35,206.35,206.35,0.0,2003-12-10,206.698353851597,54.809373402780935,45.190626597219065,19.528641931015834
,206.42,206.42,206.42,206.42,0.0,2003-12-11,206.62225262050117,57.083221962606466,42.916778037393534,18.45620232985525
,202.47,202.47,202.47,202.47,0.0,2003-12-12,206.5507174632711,12.548154832952008,87.45184516704799,29.7456999307034
,201.94,201.94,201.94,201.94,0.0,2003-12-15,206.42,11.09618938817441,88.90381061182559,39.35808418929296
,201.88,201.88,201.88,201.88,0.0,2003-12-16,205.97199999999998,10.917424588561083,89.08257541143892,47.119497516009936
,201.5,201.5,201.5,201.5,0.0,2003-12-17,205.48095999999998,9.682506121166433,90.31749387883357,53.82259556434137
,201.56,201.56,201.56,201.56,0.0,2003-12-18,204.92362559999998,11.654831463023367,88.34516853697664,58.39614386626374
,201.54,201.54,201.54,201.54,0.0,2003-12-19,204.44431801599998,11.54973995094562,88.45026004905438,62.09701911263274
,201.51,201.51,201.51,201.51,0.0,2003-12-22,204.03211349376,11.357716643972253,88.64228335602776,65.1345286325173
,201.29,201.29,201.29,201.29,0.0,2003-12-23,203.67761760463358,9.85568226865438,90.14431773134564,68.1653499985521
,201.22,201.22,201.22,201.22,0.0,2003-12-24,203.2955987878922,9.363191471925461,90.63680852807455,70.78700341007149
,201.52,201.52,201.52,201.52,0.0,2003-12-25,202.9219910060716,28.50282211802268,71.49717788197731,65.22847388084811
