date,price
2023-11-23,1837.8589601450367
2023-11-26,1836.965827974086
2023-11-27,1836.2584796549977
2023-11-28,1835.630449580266
2023-11-29,1836.0543682686894
2023-11-30,1836.0165834759441
2023-12-03,1836.067883022018
2023-12-04,1853.796614403948
2023-12-05,1848.2202172672596
2023-12-06,1850.8065489472012
2023-12-07,1851.3064909555992
2023-12-10,1854.8718295904882
2023-12-11,1855.1008233417465
2023-12-12,1853.4914024912944
2023-12-13,1851.743272789844
2023-12-14,1849.9744306694076
2023-12-17,1848.5375177161293
2023-12-18,1849.3359892122528
2023-12-19,1848.5780011114969
2023-12-20,1848.715126266325
2023-12-21,1848.8372064978078
2023-12-24,1848.3817029853994
2023-12-27,2092.1239427988844
2023-12-28,2094.316646201907
2024-01-01,2097.5598939824267
2024-01-02,2098.157081371212
2024-01-03,2098.693012388775
2024-01-04,2104.8729488245717
2024-01-07,2108.359287362082
2024-01-08,2112.66278052203
2024-01-09,2109.5365983279635
2024-01-10,2105.3816100729764
2024-01-11,2106.785703965478
2024-01-14,2105.9675321188756
2024-01-16,2106.3411404030817
2024-01-17,2106.6611605481057
2024-01-18,2106.1461601247674
2024-01-21,2161.704248855875
2024-01-22,2157.962309109171
2024-01-23,2163.4807750756395
2024-01-24,2168.3471872169234
2024-01-25,2166.348287535166
2024-01-28,2169.2056137772365
2024-01-29,2171.5950136250212
2024-01-30,2177.104755172326
2024-01-31,2177.4552343508076
2024-02-01,2175.301173083318
2024-02-04,2177.1052254310416
2024-02-05,2176.5246138104635
2024-02-06,2176.9874810554265
2024-02-07,2178.195600702636
2024-02-08,2177.2951775960055
2024-02-11,2099.3887494209175
2024-02-12,2099.8080804385854
2024-02-13,2101.5988615826336
2024-02-14,2100.198670980146
2024-02-15,2096.8340036795566
2024-02-18,2097.385570845918
2024-02-20,2098.7747685175846
2024-02-21,2099.9729124472206
2024-02-22,2100.8879143320787
2024-02-25,2101.313744402263
2024-02-26,2101.8763020883234
2024-02-27,2101.6358377549677
2024-02-28,2101.7630985684373
2024-02-29,2101.926148732714
2024-03-03,2101.73972409147
2024-03-04,1956.9696725530896
2024-03-05,1956.1592660389394
2024-03-06,1954.39926594406
2024-03-07,1951.4322029181033
2024-03-10,1947.7782210766666
2024-03-12,1948.9723493616782
2024-03-13,1949.6434037451684
2024-03-14,1949.4541284099155
2024-03-17,1946.5349339891543
2024-03-18,1945.2828077759502
2024-03-19,1945.0738703345576
2024-03-20,1945.0008037269708
2024-03-21,1944.7178738128546
2024-03-25,1944.7342827138998
2024-03-26,1944.5854904068594
2024-03-27,2048.2063391168117
2024-03-28,2047.2883291165872
2024-03-31,2045.0494698146917
2024-04-01,2044.2032296860568
2024-04-02,2044.6582175650994
2024-04-03,2043.05354572736
2024-04-04,2043.3510736838207
2024-04-07,2041.8492355604862
2024-04-09,2040.1684626514434
2024-04-10,2040.889004852855
2024-04-14,2041.002841237846
2024-04-15,2040.9467045081817
2024-04-16,2040.974387506176
2024-04-18,2040.9607360451355
2024-04-21,2040.9674680612482
2024-04-22,1987.3744857313336
2024-04-24,1985.5878745867642
2024-04-25,1988.5535890887386
2024-04-28,1989.186001366402
2024-04-29,1988.3206159476706
2024-04-30,1988.1808503450618
2024-05-02,1986.662464669662
2024-05-05,1985.4230318316602
2024-05-06,1983.7101115858995
2024-05-07,1984.8337968512728
2024-05-08,1985.1185836492343
2024-05-09,1984.9781650119007
2024-05-12,1985.047400643088
2024-05-13,1985.0132629195143
2024-05-14,1985.0300950643334
2024-05-15,2031.9198714054876
2024-05-16,2030.3830959512122
2024-05-19,2028.7284459561722
2024-05-20,2027.1813867910798
2024-05-21,2027.328614493449
2024-05-22,2027.378831531901
2024-05-26,2027.9174084076506
2024-05-27,2028.697011210605
2024-05-29,2030.8124008185991
2024-05-30,2033.4057970805136
2024-06-02,2033.5940884780214
2024-06-03,2033.5019070422038
2024-06-04,2033.5470361199093
2024-06-05,2033.5249423692915
2024-06-06,2033.5357587617634
2024-06-09,2080.7988830058293
2024-06-10,2079.1062026791506
2024-06-11,2077.0321813183027
2024-06-12,2076.2800202339686
2024-06-13,2072.371963453887
2024-06-16,2074.0374167512314
2024-06-18,2074.2625321996647
2024-06-19,2073.2610620603837
2024-06-20,2073.5150988868327
2024-06-23,2072.570560686231
2024-06-24,2072.6820982941413
2024-06-25,2073.0999065135616
2024-06-26,2072.34058856025
2024-06-27,2072.9639003610946
2024-06-30,2072.6080998926955
2024-07-01,2033.4831714980287
2024-07-02,2032.8190187198952
2024-07-03,2032.5597347002856
2024-07-04,2031.944860587207
2024-07-07,2031.4114082632632
2024-07-08,2031.7968986336255
2024-07-09,2032.176870238838
2024-07-10,2030.9094578932343
2024-07-11,2030.1065331884188
2024-07-14,2028.8570741367835
2024-07-15,2028.6804817048078
2024-07-16,2028.7665143634297
2024-07-17,2028.7246007985802
2024-07-18,2028.7450203339815
2024-07-21,2028.7350723033737
2024-07-22,2494.0183815428727
2024-07-23,2499.8808115541483
2024-07-24,2509.057536911748
2024-07-25,2514.9296203067433
2024-07-28,2521.5848334871
2024-07-29,2521.3840396090923
2024-07-30,2528.4299593783926
2024-07-31,2533.975009822237
2024-08-01,2539.964457936677
2024-08-05,2546.1345540227485
2024-08-06,2547.5132622365227
2024-08-07,2548.868819103413
2024-08-08,2550.476655640971
2024-08-11,2551.8081258264774
2024-08-12,2553.21095869509
2024-08-13,2926.27413045087
2024-08-14,2940.1511271586146
2024-08-15,2953.5784825235737
2024-08-18,2957.833524692663
2024-08-21,2965.925259821657
2024-08-22,2951.2965681103433
2024-08-25,2964.4079219232735
2024-08-27,2966.430506702313
2024-08-28,2977.639850757593
2024-08-29,2986.395246908211
2024-09-01,2986.040524540597
2024-09-02,2988.8288779936524
2024-09-03,2991.1446300321995
2024-09-04,2992.8170659616994
2024-09-05,2994.811179552995
2024-09-08,2731.990060901356
2024-09-09,2720.21170163306
2024-09-10,2707.027786710683
2024-09-11,2706.3509600893926
2024-09-12,2702.324907637531
2024-09-15,2697.1981042700754
2024-09-16,2710.9803159672138
2024-09-18,2712.0220515964793
2024-09-22,2703.1706478037236
2024-09-23,2702.5030103171553
2024-09-24,2703.553372173104
2024-09-25,2703.3999037095773
2024-09-26,2702.7537984673345
2024-09-29,2703.146047990949
2024-09-30,2703.411582982285
2024-10-01,2501.0585007364857
2024-10-02,2489.5667683703127
2024-10-06,2492.6209095011995
2024-10-07,2490.1252324780226
2024-10-08,2487.0173434603325
2024-10-09,2480.212696415678
2024-10-15,2481.374154305387
2024-10-16,2478.2412251080937
2024-10-17,2476.5638693559044
2024-10-20,2478.8115249707375
2024-10-21,2475.7834491377807
2024-10-22,2476.103149079279
2024-10-23,2475.09290753342
2024-10-24,2474.2376685076406
2024-10-27,2475.147366657097
2024-10-28,2618.013586868558
2024-10-29,2617.6536489240407
2024-10-30,2622.856786746048
2024-11-05,2622.1923692002474
2024-11-06,2616.2635241965877
2024-11-10,2611.375985316018
2024-11-11,2613.7748168366006
2024-11-12,2613.36577052123
2024-11-13,2611.6545440082214
2024-11-14,2608.6877873746807
2024-11-17,2606.49514057523
2024-11-19,2607.3050714785622
2024-11-20,2607.100924785749
2024-11-21,2606.3089703156434
2024-11-24,2605.1331990103795
2024-11-25,2675.193781909226
2024-11-26,2675.627562211754
2024-11-27,2672.5134615738375
2024-11-28,2670.7128001002875
2024-12-01,2671.4892435530965
2024-12-02,2674.0545061498815
2024-12-03,2670.574344738504
2024-12-04,2670.8334361849716
2024-12-05,2667.591013317059
2024-12-08,2666.9458705617003
2024-12-09,2668.2123786701086
2024-12-10,2666.6123141790385
2024-12-11,2666.5833100116524
2024-12-12,2665.2780330751884
2024-12-16,2665.0065389705733
2024-12-17,2634.05527808942
2024-12-18,2636.411142219616
2024-12-19,2631.297922480716
2024-12-22,2628.334239680337
2024-12-23,2623.1754233672978
2024-12-24,2622.3714515865327
2024-12-26,2622.5438901708103
2024-12-29,2625.9746732586614
2024-12-31,2622.3421490042197
2025-01-01,2616.032875859963
2025-01-02,2615.9741692575785
2025-01-05,2616.1039009147435
2025-01-06,2617.108995899496
2025-01-07,2615.5549621917
2025-01-08,2612.9287495574004
2025-01-09,2660.0091795272574
2025-01-12,2661.3826810033875
2025-01-13,2660.0250469843327
2025-01-15,2657.0827424851323
2025-01-16,2658.408802926953
2025-01-19,2659.438283385301
2025-01-20,2660.0675899508456
2025-01-21,2663.3916182008393
2025-01-22,2662.6490921195723
2025-01-23,2663.640001576382
2025-01-26,2664.497758228603
2025-01-27,2664.83913798268
2025-01-28,2666.286829952777
2025-02-02,2666.009860707049
2025-02-03,2666.444655372004
2025-02-04,2728.531280785615
2025-02-05,2734.708712131952
2025-02-06,2736.570494062033
2025-02-09,2742.0944797880275
2025-02-10,2741.496632305899
2025-02-11,2741.064505804847
2025-02-12,2740.2601081055345
2025-02-13,2742.5456200991125
2025-02-16,2750.5390330918153
2025-02-17,2750.317035880143
2025-02-18,2749.9132931806107
2025-02-20,2750.138110163162
2025-02-23,2751.157584851789
2025-02-24,2754.3932001822463
2025-02-25,2754.3473939953515
2025-02-27,2768.714916714103
2025-03-02,2769.2946603466553
2025-03-03,2769.882689827015
2025-03-04,2772.5857168965335
2025-03-05,2775.6598363171356
2025-03-06,2777.6260059432184
2025-03-09,2778.765330721429
2025-03-10,2780.1930596638776
2025-03-11,2781.740638147687
2025-03-12,2784.032512450579
2025-03-16,2785.4545395475293
2025-03-17,2786.3834463021926
2025-03-18,2787.4989061602932
2025-03-19,2788.638497353731
2025-03-20,2790.053003175339
2025-03-23,2669.177744872948
2025-03-24,2666.8373996690584
2025-03-25,2663.431089854083
2025-03-26,2659.2318872702617
2025-03-27,2659.7351133388847
2025-03-30,2657.9257449859156
2025-04-01,2655.899225172692
2025-04-02,2654.458705417454
2025-04-03,2651.9060833523445
2025-04-07,2651.1973758260733
2025-04-08,2650.422001646134
2025-04-09,2649.580407442085
2025-04-10,2648.914788792161
2025-04-13,2647.8841955658677
2025-04-15,2647.6029524957244
2025-04-16,2693.225128202729
2025-04-17,2690.381315491954
2025-04-20,2692.408914190464
2025-04-21,2694.455822335757
2025-04-22,2692.959285111319
2025-04-23,2693.485840616943
2025-04-24,2693.9894334532937
2025-04-27,2693.982356118128
2025-04-28,2693.625968685795
2025-04-29,2695.090182477197
2025-04-30,2695.523350056107
2025-05-04,2695.5033312258765
2025-05-05,2695.663928181102
2025-05-06,2695.576906913064
2025-05-07,2696.1314064250046
2025-05-08,2677.153610545842
2025-05-11,2675.1312493752503
2025-05-13,2680.1735816720375
2025-05-14,2680.0401846365544
2025-05-15,2678.9082488139047
2025-05-18,2677.6562067260493
2025-05-19,2677.77884929072
2025-05-20,2676.9707248810346
2025-05-21,2676.5557459201723
2025-05-22,2681.259549199837
2025-05-25,2681.07434411794
2025-05-26,2680.800264988233
2025-05-27,2680.9210548798505
2025-05-28,2680.8550049433557
2025-06-02,2682.7156572090184
2025-06-03,2693.4610676760753
2025-06-04,2696.576879979016
2025-06-05,2700.4359815417947
2025-06-08,2699.584020485778
2025-06-09,2701.716385949517
2025-06-10,2701.257107792935
2025-06-11,2701.6376108293002
2025-06-12,2703.4536695314396
2025-06-15,2704.6817517091267
2025-06-16,2705.507565695642
2025-06-17,2705.2283110445333
2025-06-18,2705.5138908004687
2025-06-19,2706.2410324584544
2025-06-22,2706.7538228636668
2025-06-23,2707.1021092886535
2025-06-24,2601.529429710015
2025-06-25,2596.6797268524647
2025-06-26,2595.3553638993017
2025-06-29,2594.67546338725
2025-06-30,2594.7391555855793
2025-07-01,2594.3705516803398
2025-07-02,2593.283329969643
2025-07-03,2590.532719129549
2025-07-06,2587.5376167999043
2025-07-07,2587.923048751112
2025-07-08,2587.8530831122257
2025-07-09,2587.196449304226
2025-07-10,2586.0838149357473
2025-07-13,2584.84367285744
2025-07-14,2584.9482574155495
2025-07-15,2724.8929146847604
2025-07-16,2732.619365688106
2025-07-17,2730.766233211809
2025-07-20,2731.094768194838
2025-07-21,2729.5632228572827
2025-07-22,2730.299247865179
2025-07-23,2733.216848443062
2025-07-24,2735.7053303458965
2025-07-27,2738.3930136298513
2025-07-28,2734.73133968036
2025-07-29,2734.8216098312755
2025-07-30,2736.392432101622
2025-07-31,2737.1474222088336
2025-08-03,2738.1410623709285
2025-08-04,2736.7356423573187
2025-08-05,2886.263904084675
2025-08-06,2880.7788320667214
2025-08-07,2883.962921800283
2025-08-11,2882.847367643883
2025-08-12,2884.352011061347
2025-08-13,2890.0842517370297
2025-08-14,2887.0286694760853
2025-08-17,2885.450178359998
2025-08-18,2880.2929120025888
2025-08-19,2882.740966374466
2025-08-20,2885.53070722598
2025-08-21,2884.389564535589
2025-08-24,2884.4033127316256
2025-08-25,2883.120815059002
2025-08-26,2884.49284331629
2025-08-27,2761.4561824384227
2025-08-28,2763.0547706402695
2025-08-31,2761.8619869358663
2025-09-01,2761.836504600004
2025-09-02,2761.876053115896
2025-09-03,2760.6605933192714
2025-09-04,2760.032548812118
2025-09-07,2757.9198742261233
2025-09-08,2759.88785637946
2025-09-18,2760.351727857731
2025-09-21,2759.6885066715945
2025-09-23,2759.602365180935
2025-09-24,2758.921878922589
2025-09-25,2759.6014851287596
2025-09-28,2759.7733200922485
2025-10-07,2663.830064249483
2025-10-08,2660.5228221252924
2025-10-09,2668.0867549306467
2025-10-12,2668.2150452634123
2025-10-13,2655.5453443891965
2025-10-14,2663.384524550103
2025-10-15,2669.3300238901334
2025-10-16,2665.567053878324
2025-10-19,2664.377328355868
2025-10-26,2663.55507987104
2025-10-28,2666.866038180774
2025-10-29,2667.180048008696
2025-10-30,2667.732514669901
2025-11-02,2668.6113615886006
2025-11-03,2666.351028347735
2025-11-04,2625.564366030596
2025-11-05,2628.3449337324614
2025-11-06,2628.7080533779326
2025-11-09,2627.694833592562
2025-11-10,2629.373713674012
2025-11-11,2632.1883528743774
2025-11-12,2630.008992887088
2025-11-13,2631.2340779406923
2025-11-16,2632.697779171289
2025-11-17,2632.1313492308377
2025-11-18,2633.0971443403823
2025-11-19,2633.1174361467524
2025-11-20,2633.695411933497
2025-11-23,2633.7696514008076
2025-11-24,2633.8594510382227
2025-11-25,2654.359035239563
2025-11-26,2655.2669098006254
2025-11-27,2660.427534749872
2025-11-30,2660.847687134576
2025-12-01,2662.693501581966
2025-12-02,2665.8399679307004
2025-12-03,2665.7328234954957
2025-12-07,2664.510799212045
2025-12-08,2666.178154551815
2025-12-09,2669.164059177581
2025-12-10,2669.20518548684
2025-12-11,2668.689984117096
2025-12-14,2669.3254886822506
2025-12-15,2669.9968551759985
2025-12-16,2671.0003086167267
2025-12-17,2621.0494653174605
2025-12-18,2620.5145582442406
2025-12-21,2620.702692195366
2025-12-22,2620.644416737932
2025-12-23,2621.839968733144
2025-12-24,2622.417887504632
